,Qname,Flag,Rname,Pos,MapQ,CIGAR,Organims
273,NZ_CP033723.2_247,145,NZ_CP040788.1,315363,8,150M,tessellarius_ATCC_33566
274,NZ_CP033723.2_251,97,NZ_CP040788.1,2807146,23,150M,tessellarius_ATCC_33566
275,NZ_CP033723.2_251,145,NZ_CP040788.1,2807026,23,150M,tessellarius_ATCC_33566
276,NZ_CP033723.2_253,97,NZ_CP040788.1,2531949,0,150M,tessellarius_ATCC_33566
277,NZ_CP033723.2_253,145,NZ_CP040788.1,2531829,0,150M,tessellarius_ATCC_33566
278,NZ_CP033723.2_274,97,NZ_CP040788.1,2652189,3,150M,tessellarius_ATCC_33566
279,NZ_CP033723.2_274,145,NZ_CP040788.1,2652069,3,150M,tessellarius_ATCC_33566
280,NZ_CP033723.2_275,97,NZ_CP040788.1,1347482,1,150M,tessellarius_ATCC_33566
281,NZ_CP033723.2_275,145,NZ_CP040788.1,1347362,1,150M,tessellarius_ATCC_33566
282,NZ_CP033723.2_276,97,NZ_CP040788.1,1403076,0,150M,tessellarius_ATCC_33566
283,NZ_CP033723.2_276,145,NZ_CP040788.1,1402956,0,150M,tessellarius_ATCC_33566
284,NZ_CP033723.2_279,97,NZ_CP040788.1,1295893,3,150M,tessellarius_ATCC_33566
285,NZ_CP033723.2_279,145,NZ_CP040788.1,1295773,3,54M1I5M1D90M,tessellarius_ATCC_33566
286,NZ_CP033723.2_280,73,NZ_CP040788.1,1515974,40,150M,tessellarius_ATCC_33566
287,NZ_CP033723.2_281,97,NZ_CP040788.1,2422468,8,150M,tessellarius_ATCC_33566
288,NZ_CP033723.2_281,145,NZ_CP040788.1,2422348,8,150M,tessellarius_ATCC_33566
289,NZ_CP033723.2_282,97,NZ_CP040788.1,160737,23,150M,tessellarius_ATCC_33566
290,NZ_CP033723.2_282,145,NZ_CP040788.1,160617,23,150M,tessellarius_ATCC_33566
291,NZ_CP033723.2_283,97,NZ_CP040788.1,2860149,24,150M,tessellarius_ATCC_33566
292,NZ_CP033723.2_283,145,NZ_CP040788.1,2860029,24,150M,tessellarius_ATCC_33566
293,NZ_CP033723.2_285,97,NZ_CP040788.1,408831,8,150M,tessellarius_ATCC_33566
294,NZ_CP033723.2_285,145,NZ_CP040788.1,408711,8,150M,tessellarius_ATCC_33566
295,NZ_CP033723.2_286,97,NZ_CP040788.1,1672528,24,150M,tessellarius_ATCC_33566
296,NZ_CP033723.2_286,145,NZ_CP040788.1,1672408,24,150M,tessellarius_ATCC_33566
297,NZ_CP033723.2_287,97,NZ_CP040788.1,1259409,8,150M,tessellarius_ATCC_33566
298,NZ_CP033723.2_287,145,NZ_CP040788.1,1259289,8,150M,tessellarius_ATCC_33566
299,NZ_CP033723.2_288,73,NZ_CP040788.1,1775703,8,150M,tessellarius_ATCC_33566
300,NZ_CP033723.2_289,97,NZ_CP040788.1,1226332,23,150M,tessellarius_ATCC_33566
301,NZ_CP033723.2_289,145,NZ_CP040788.1,1226212,23,150M,tessellarius_ATCC_33566
302,NZ_CP033723.2_292,97,NZ_CP040788.1,1999913,42,102M1I42M1I4M,tessellarius_ATCC_33566
303,NZ_CP033723.2_292,145,NZ_CP040788.1,1999793,42,150M,tessellarius_ATCC_33566
304,NZ_CP033723.2_293,153,NZ_CP040788.1,2635573,0,150M,tessellarius_ATCC_33566
305,NZ_CP033723.2_294,97,NZ_CP040788.1,558856,8,150M,tessellarius_ATCC_33566
306,NZ_CP033723.2_294,145,NZ_CP040788.1,558736,8,150M,tessellarius_ATCC_33566
307,NZ_CP033723.2_295,97,NZ_CP040788.1,3145749,3,150M,tessellarius_ATCC_33566
308,NZ_CP033723.2_295,145,NZ_CP040788.1,3145629,3,150M,tessellarius_ATCC_33566
309,NZ_CP033723.2_296,97,NZ_CP040788.1,2222759,23,150M,tessellarius_ATCC_33566
310,NZ_CP033723.2_296,145,NZ_CP040788.1,2222639,23,150M,tessellarius_ATCC_33566
311,NZ_CP033723.2_298,97,NZ_CP040788.1,767819,23,150M,tessellarius_ATCC_33566
312,NZ_CP033723.2_298,145,NZ_CP040788.1,767699,23,150M,tessellarius_ATCC_33566
313,NZ_CP033723.2_299,97,NZ_CP040788.1,2404174,42,150M,tessellarius_ATCC_33566
314,NZ_CP033723.2_299,145,NZ_CP040788.1,2404054,42,150M,tessellarius_ATCC_33566
315,NZ_CP033723.2_301,97,NZ_CP040788.1,2044881,0,150M,tessellarius_ATCC_33566
316,NZ_CP033723.2_301,145,NZ_CP040788.1,2044761,0,150M,tessellarius_ATCC_33566
317,NZ_CP033723.2_304,97,NZ_CP040788.1,333750,3,150M,tessellarius_ATCC_33566
318,NZ_CP033723.2_304,145,NZ_CP040788.1,333630,3,150M,tessellarius_ATCC_33566
319,NZ_CP033723.2_305,153,NZ_CP040788.1,1191240,0,150M,tessellarius_ATCC_33566
320,NZ_CP033723.2_308,73,NZ_CP040788.1,2678529,0,150M,tessellarius_ATCC_33566
321,NZ_CP033723.2_311,97,NZ_CP040788.1,664666,3,150M,tessellarius_ATCC_33566
322,NZ_CP033723.2_311,145,NZ_CP040788.1,664546,3,150M,tessellarius_ATCC_33566
323,NZ_CP033723.2_313,97,NZ_CP040788.1,1933053,8,150M,tessellarius_ATCC_33566
324,NZ_CP033723.2_313,145,NZ_CP040788.1,1932933,8,150M,tessellarius_ATCC_33566
325,NZ_CP033723.2_316,97,NZ_CP040788.1,1681545,23,150M,tessellarius_ATCC_33566
326,NZ_CP033723.2_316,145,NZ_CP040788.1,1681425,23,150M,tessellarius_ATCC_33566
327,NZ_CP033723.2_317,97,NZ_CP040788.1,2103607,0,150M,tessellarius_ATCC_33566
328,NZ_CP033723.2_317,145,NZ_CP040788.1,2103481,0,106M5D4M1D40M,tessellarius_ATCC_33566
329,NZ_CP033723.2_318,73,NZ_CP040788.1,2391114,24,150M,tessellarius_ATCC_33566
330,NZ_CP021038.1_0,153,NZ_CP040788.1,1446898,0,128M1I14M1D7M,tessellarius_ATCC_33566
331,NZ_CP021038.1_2,97,NZ_CP040788.1,543068,23,150M,tessellarius_ATCC_33566
332,NZ_CP021038.1_2,145,NZ_CP040788.1,542948,23,150M,tessellarius_ATCC_33566
333,NZ_CP021038.1_5,97,NZ_CP040788.1,332819,40,150M,tessellarius_ATCC_33566
334,NZ_CP021038.1_5,145,NZ_CP040788.1,332699,40,150M,tessellarius_ATCC_33566
335,NZ_CP021038.1_7,97,NZ_CP040788.1,565259,8,150M,tessellarius_ATCC_33566
336,NZ_CP021038.1_7,145,NZ_CP040788.1,565139,8,150M,tessellarius_ATCC_33566
337,NZ_CP021038.1_8,81,NZ_CP040788.1,3197728,0,150M,tessellarius_ATCC_33566
338,NZ_CP021038.1_8,161,NZ_CP040788.1,3197848,0,150M,tessellarius_ATCC_33566
339,NZ_CP021038.1_10,97,NZ_CP040788.1,1679239,24,150M,tessellarius_ATCC_33566
340,NZ_CP021038.1_10,145,NZ_CP040788.1,1679119,24,150M,tessellarius_ATCC_33566
341,NZ_CP021038.1_12,97,NZ_CP040788.1,1976226,24,150M,tessellarius_ATCC_33566
342,NZ_CP021038.1_12,145,NZ_CP040788.1,1976106,24,150M,tessellarius_ATCC_33566
343,NZ_CP021038.1_16,97,NZ_CP040788.1,2184159,24,150M,tessellarius_ATCC_33566
344,NZ_CP021038.1_16,145,NZ_CP040788.1,2184039,24,150M,tessellarius_ATCC_33566
345,NZ_CP021038.1_17,97,NZ_CP040788.1,2217928,23,150M,tessellarius_ATCC_33566
346,NZ_CP021038.1_17,145,NZ_CP040788.1,2217808,23,143M1I6M,tessellarius_ATCC_33566
347,NZ_CP021038.1_18,73,NZ_CP040788.1,1292807,3,150M,tessellarius_ATCC_33566
348,NZ_CP021038.1_19,97,NZ_CP040788.1,2519449,8,150M,tessellarius_ATCC_33566
349,NZ_CP021038.1_19,145,NZ_CP040788.1,2519329,8,150M,tessellarius_ATCC_33566
350,NZ_CP021038.1_21,97,NZ_CP040788.1,1612347,3,47M3I100M,tessellarius_ATCC_33566
351,NZ_CP021038.1_21,145,NZ_CP040788.1,1612227,3,150M,tessellarius_ATCC_33566
352,NZ_CP021038.1_22,97,NZ_CP040788.1,1952538,1,150M,tessellarius_ATCC_33566
353,NZ_CP021038.1_22,145,NZ_CP040788.1,1952418,1,150M,tessellarius_ATCC_33566
354,NZ_CP021038.1_24,97,NZ_CP040788.1,2125715,8,150M,tessellarius_ATCC_33566
355,NZ_CP021038.1_24,145,NZ_CP040788.1,2125595,8,150M,tessellarius_ATCC_33566
356,NZ_CP021038.1_27,97,NZ_CP040788.1,2022215,42,150M,tessellarius_ATCC_33566
357,NZ_CP021038.1_27,145,NZ_CP040788.1,2022095,42,150M,tessellarius_ATCC_33566
358,NZ_CP021038.1_29,97,NZ_CP040788.1,1310170,0,150M,tessellarius_ATCC_33566
359,NZ_CP021038.1_29,145,NZ_CP040788.1,1310050,0,150M,tessellarius_ATCC_33566
360,NZ_CP021038.1_30,73,NZ_CP040788.1,134539,0,150M,tessellarius_ATCC_33566
361,NZ_CP021038.1_31,97,NZ_CP040788.1,1448886,8,150M,tessellarius_ATCC_33566
362,NZ_CP021038.1_31,145,NZ_CP040788.1,1448766,8,150M,tessellarius_ATCC_33566
363,NZ_CP021038.1_32,97,NZ_CP040788.1,2893868,24,150M,tessellarius_ATCC_33566
364,NZ_CP021038.1_32,145,NZ_CP040788.1,2893748,24,150M,tessellarius_ATCC_33566
365,NZ_CP021038.1_34,97,NZ_CP040788.1,2008875,8,102M1I9M1I22M1I6M3D8M,tessellarius_ATCC_33566
366,NZ_CP021038.1_34,145,NZ_CP040788.1,2008755,8,150M,tessellarius_ATCC_33566
367,NZ_CP021038.1_37,97,NZ_CP040788.1,1539666,40,150M,tessellarius_ATCC_33566
368,NZ_CP021038.1_37,145,NZ_CP040788.1,1539546,40,150M,tessellarius_ATCC_33566
369,NZ_CP021038.1_38,97,NZ_CP040788.1,2982327,23,150M,tessellarius_ATCC_33566
370,NZ_CP021038.1_38,145,NZ_CP040788.1,2982207,23,150M,tessellarius_ATCC_33566
371,NZ_CP021038.1_39,97,NZ_CP040788.1,1193575,0,150M,tessellarius_ATCC_33566
372,NZ_CP021038.1_39,145,NZ_CP040788.1,1193455,0,150M,tessellarius_ATCC_33566
373,NZ_CP021038.1_41,97,NZ_CP040788.1,1409630,42,150M,tessellarius_ATCC_33566
374,NZ_CP021038.1_41,145,NZ_CP040788.1,1409510,42,150M,tessellarius_ATCC_33566
375,NZ_CP021038.1_47,97,NZ_CP040788.1,1749962,8,150M,tessellarius_ATCC_33566
376,NZ_CP021038.1_47,145,NZ_CP040788.1,1749841,8,95M1D55M,tessellarius_ATCC_33566
377,NZ_CP021038.1_49,97,NZ_CP040788.1,2554477,0,150M,tessellarius_ATCC_33566
378,NZ_CP021038.1_49,145,NZ_CP040788.1,2554357,0,150M,tessellarius_ATCC_33566
379,NZ_CP021038.1_51,97,NZ_CP040788.1,1050948,23,150M,tessellarius_ATCC_33566
380,NZ_CP021038.1_51,145,NZ_CP040788.1,1050828,23,150M,tessellarius_ATCC_33566
381,NZ_CP021038.1_54,97,NZ_CP040788.1,150767,24,150M,tessellarius_ATCC_33566
382,NZ_CP021038.1_54,145,NZ_CP040788.1,150647,24,56M1I31M1D62M,tessellarius_ATCC_33566
383,NZ_CP021038.1_55,153,NZ_CP040788.1,1031256,0,145M1I4M,tessellarius_ATCC_33566
384,NZ_CP021038.1_56,97,NZ_CP040788.1,407437,3,150M,tessellarius_ATCC_33566
385,NZ_CP021038.1_56,145,NZ_CP040788.1,407317,3,150M,tessellarius_ATCC_33566
386,NZ_CP021038.1_57,97,NZ_CP040788.1,2695601,40,150M,tessellarius_ATCC_33566
387,NZ_CP021038.1_57,145,NZ_CP040788.1,2695481,40,150M,tessellarius_ATCC_33566
388,NZ_CP021038.1_59,97,NZ_CP040788.1,1357601,23,150M,tessellarius_ATCC_33566
389,NZ_CP021038.1_59,145,NZ_CP040788.1,1357481,23,150M,tessellarius_ATCC_33566
390,NZ_CP021038.1_62,153,NZ_CP040788.1,2910078,0,114M1D29M2I5M,tessellarius_ATCC_33566
391,NZ_CP021038.1_63,81,NZ_CP040788.1,11573,42,150M,tessellarius_ATCC_33566
392,NZ_CP021038.1_63,161,NZ_CP040788.1,11693,42,150M,tessellarius_ATCC_33566
393,NZ_CP021038.1_64,97,NZ_CP040788.1,1085662,24,150M,tessellarius_ATCC_33566
394,NZ_CP021038.1_64,145,NZ_CP040788.1,1085542,24,150M,tessellarius_ATCC_33566
395,NZ_CP021038.1_65,153,NZ_CP040788.1,545848,0,150M,tessellarius_ATCC_33566
396,NZ_CP021038.1_67,97,NZ_CP040788.1,1249062,42,150M,tessellarius_ATCC_33566
397,NZ_CP021038.1_67,145,NZ_CP040788.1,1248942,42,150M,tessellarius_ATCC_33566
398,NZ_CP021038.1_69,81,NZ_CP040788.1,3194210,0,150M,tessellarius_ATCC_33566
399,NZ_CP021038.1_69,161,NZ_CP040788.1,3194330,0,79M1D4M1I66M,tessellarius_ATCC_33566
400,NZ_CP021038.1_73,81,NZ_CP040788.1,3207458,8,150M,tessellarius_ATCC_33566
401,NZ_CP021038.1_73,161,NZ_CP040788.1,3207578,8,150M,tessellarius_ATCC_33566
402,NZ_CP021038.1_74,97,NZ_CP040788.1,777961,3,150M,tessellarius_ATCC_33566
403,NZ_CP021038.1_74,145,NZ_CP040788.1,777841,3,150M,tessellarius_ATCC_33566
404,NZ_CP021038.1_75,73,NZ_CP040788.1,1107949,24,150M,tessellarius_ATCC_33566
405,NZ_CP021038.1_76,73,NZ_CP040788.1,1711148,0,150M,tessellarius_ATCC_33566
406,NZ_CP021038.1_79,73,NZ_CP040788.1,1278712,0,150M,tessellarius_ATCC_33566
407,NZ_CP021038.1_80,73,NZ_CP040788.1,1684562,8,3M1I146M,tessellarius_ATCC_33566
408,NZ_CP021038.1_85,97,NZ_CP040788.1,379695,42,150M,tessellarius_ATCC_33566
409,NZ_CP021038.1_85,145,NZ_CP040788.1,379575,42,150M,tessellarius_ATCC_33566
410,NZ_CP021038.1_89,97,NZ_CP040788.1,1952206,1,150M,tessellarius_ATCC_33566
411,NZ_CP021038.1_89,145,NZ_CP040788.1,1348421,1,150M,tessellarius_ATCC_33566
412,NZ_CP021038.1_90,153,NZ_CP040788.1,1612402,3,150M,tessellarius_ATCC_33566
413,NZ_CP021038.1_91,97,NZ_CP040788.1,2429884,0,57M1D93M,tessellarius_ATCC_33566
414,NZ_CP021038.1_91,145,NZ_CP040788.1,2429764,0,150M,tessellarius_ATCC_33566
415,NZ_CP021038.1_92,73,NZ_CP040788.1,328428,0,150M,tessellarius_ATCC_33566
416,NZ_CP021038.1_93,97,NZ_CP040788.1,2268346,3,150M,tessellarius_ATCC_33566
417,NZ_CP021038.1_93,145,NZ_CP040788.1,2268226,3,150M,tessellarius_ATCC_33566
418,NZ_CP021038.1_95,89,NZ_CP040788.1,6465,0,150M,tessellarius_ATCC_33566
419,NZ_CP021038.1_96,97,NZ_CP040788.1,187992,3,150M,tessellarius_ATCC_33566
420,NZ_CP021038.1_96,145,NZ_CP040788.1,187872,3,150M,tessellarius_ATCC_33566
421,NZ_CP021038.1_97,153,NZ_CP040788.1,1576590,42,150M,tessellarius_ATCC_33566
422,NZ_CP021038.1_99,97,NZ_CP040788.1,1665943,40,150M,tessellarius_ATCC_33566
423,NZ_CP021038.1_99,145,NZ_CP040788.1,1665823,40,150M,tessellarius_ATCC_33566
424,NZ_CP021038.1_101,97,NZ_CP040788.1,3005948,8,150M,tessellarius_ATCC_33566
425,NZ_CP021038.1_101,145,NZ_CP040788.1,3005828,8,150M,tessellarius_ATCC_33566
426,NZ_CP021038.1_102,97,NZ_CP040788.1,2018205,42,150M,tessellarius_ATCC_33566
427,NZ_CP021038.1_102,145,NZ_CP040788.1,2018085,42,150M,tessellarius_ATCC_33566
428,NZ_CP021038.1_104,97,NZ_CP040788.1,2005272,24,150M,tessellarius_ATCC_33566
429,NZ_CP021038.1_104,145,NZ_CP040788.1,2005154,24,4M2I7M1D16M1I120M,tessellarius_ATCC_33566
430,NZ_CP021038.1_105,97,NZ_CP040788.1,1975175,24,150M,tessellarius_ATCC_33566
431,NZ_CP021038.1_105,145,NZ_CP040788.1,1975055,24,150M,tessellarius_ATCC_33566
432,NZ_CP021038.1_110,97,NZ_CP040788.1,1432890,0,150M,tessellarius_ATCC_33566
433,NZ_CP021038.1_110,145,NZ_CP040788.1,1432770,0,150M,tessellarius_ATCC_33566
434,NZ_CP021038.1_111,97,NZ_CP040788.1,617727,23,150M,tessellarius_ATCC_33566
435,NZ_CP021038.1_111,145,NZ_CP040788.1,617607,23,150M,tessellarius_ATCC_33566
436,NZ_CP021038.1_112,97,NZ_CP040788.1,1348663,1,150M,tessellarius_ATCC_33566
437,NZ_CP021038.1_112,145,NZ_CP040788.1,1348543,1,150M,tessellarius_ATCC_33566
438,NZ_CP021038.1_129,97,NZ_CP040788.1,955543,8,150M,tessellarius_ATCC_33566
439,NZ_CP021038.1_129,145,NZ_CP040788.1,955423,8,150M,tessellarius_ATCC_33566
440,NZ_CP021038.1_137,73,NZ_CP040788.1,2987780,3,150M,tessellarius_ATCC_33566
441,NZ_CP021038.1_140,97,NZ_CP040788.1,378193,42,150M,tessellarius_ATCC_33566
442,NZ_CP021038.1_140,145,NZ_CP040788.1,378073,42,150M,tessellarius_ATCC_33566
443,NZ_CP021038.1_142,97,NZ_CP040788.1,898354,3,150M,tessellarius_ATCC_33566
444,NZ_CP021038.1_142,145,NZ_CP040788.1,898234,3,150M,tessellarius_ATCC_33566
445,NZ_CP021038.1_143,97,NZ_CP040788.1,2004493,40,150M,tessellarius_ATCC_33566
446,NZ_CP021038.1_143,145,NZ_CP040788.1,2004373,40,150M,tessellarius_ATCC_33566
447,NZ_CP021038.1_144,73,NZ_CP040788.1,245978,0,150M,tessellarius_ATCC_33566
448,NZ_CP021038.1_113,97,NZ_CP040788.1,1146187,8,150M,tessellarius_ATCC_33566
449,NZ_CP021038.1_113,145,NZ_CP040788.1,1146067,8,150M,tessellarius_ATCC_33566
450,NZ_CP021038.1_114,97,NZ_CP040788.1,549551,24,150M,tessellarius_ATCC_33566
451,NZ_CP021038.1_114,145,NZ_CP040788.1,549431,24,150M,tessellarius_ATCC_33566
452,NZ_CP021038.1_115,97,NZ_CP040788.1,146511,23,150M,tessellarius_ATCC_33566
453,NZ_CP021038.1_115,145,NZ_CP040788.1,146391,23,150M,tessellarius_ATCC_33566
454,NZ_CP021038.1_118,97,NZ_CP040788.1,1889098,24,150M,tessellarius_ATCC_33566
455,NZ_CP021038.1_118,145,NZ_CP040788.1,1888978,24,150M,tessellarius_ATCC_33566
456,NZ_CP021038.1_120,97,NZ_CP040788.1,3133975,0,150M,tessellarius_ATCC_33566
457,NZ_CP021038.1_120,145,NZ_CP040788.1,3133855,0,150M,tessellarius_ATCC_33566
458,NZ_CP021038.1_122,97,NZ_CP040788.1,1571888,3,6M1D144M,tessellarius_ATCC_33566
459,NZ_CP021038.1_122,145,NZ_CP040788.1,1571769,3,150M,tessellarius_ATCC_33566
460,NZ_CP021038.1_124,97,NZ_CP040788.1,2365269,0,12M2D19M14I8M1D97M,tessellarius_ATCC_33566
461,NZ_CP021038.1_124,145,NZ_CP040788.1,2365148,0,121M1D11M2D18M,tessellarius_ATCC_33566
462,NZ_CP021038.1_126,97,NZ_CP040788.1,2226949,24,150M,tessellarius_ATCC_33566
463,NZ_CP021038.1_126,145,NZ_CP040788.1,2226829,24,150M,tessellarius_ATCC_33566
464,NZ_CP021038.1_127,97,NZ_CP040788.1,2344473,0,150M,tessellarius_ATCC_33566
465,NZ_CP021038.1_127,145,NZ_CP040788.1,2344353,0,150M,tessellarius_ATCC_33566
466,NZ_CP021038.1_128,97,NZ_CP040788.1,1531717,40,150M,tessellarius_ATCC_33566
467,NZ_CP021038.1_128,145,NZ_CP040788.1,1531597,40,150M,tessellarius_ATCC_33566
468,NZ_CP021038.1_147,73,NZ_CP040788.1,1047971,0,150M,tessellarius_ATCC_33566
469,NZ_CP021038.1_150,73,NZ_CP040788.1,707223,8,150M,tessellarius_ATCC_33566
470,NZ_CP021038.1_152,97,NZ_CP040788.1,2758632,24,150M,tessellarius_ATCC_33566
471,NZ_CP021038.1_152,145,NZ_CP040788.1,2758512,24,150M,tessellarius_ATCC_33566
472,NZ_CP021038.1_153,97,NZ_CP040788.1,1092892,3,150M,tessellarius_ATCC_33566
473,NZ_CP021038.1_153,145,NZ_CP040788.1,1092772,3,150M,tessellarius_ATCC_33566
474,NZ_CP021038.1_154,97,NZ_CP040788.1,171091,23,150M,tessellarius_ATCC_33566
475,NZ_CP021038.1_154,145,NZ_CP040788.1,170971,23,150M,tessellarius_ATCC_33566
476,NZ_CP021038.1_155,81,NZ_CP040788.1,3234765,42,150M,tessellarius_ATCC_33566
477,NZ_CP021038.1_155,161,NZ_CP040788.1,3234885,42,150M,tessellarius_ATCC_33566
478,NZ_CP021038.1_156,97,NZ_CP040788.1,3094419,8,150M,tessellarius_ATCC_33566
479,NZ_CP021038.1_156,145,NZ_CP040788.1,3094299,8,150M,tessellarius_ATCC_33566
480,NZ_CP021038.1_157,97,NZ_CP040788.1,1134680,0,150M,tessellarius_ATCC_33566
481,NZ_CP021038.1_157,145,NZ_CP040788.1,1134560,0,150M,tessellarius_ATCC_33566
482,NZ_CP021038.1_158,73,NZ_CP040788.1,1452490,0,150M,tessellarius_ATCC_33566
483,NZ_CP021038.1_178,97,NZ_CP040788.1,1650469,23,150M,tessellarius_ATCC_33566
484,NZ_CP021038.1_178,145,NZ_CP040788.1,1650349,23,150M,tessellarius_ATCC_33566
485,NZ_CP021038.1_179,97,NZ_CP040788.1,2766406,23,150M,tessellarius_ATCC_33566
486,NZ_CP021038.1_179,145,NZ_CP040788.1,2766286,23,150M,tessellarius_ATCC_33566
487,NZ_CP021038.1_180,153,NZ_CP040788.1,699763,24,150M,tessellarius_ATCC_33566
488,NZ_CP021038.1_181,97,NZ_CP040788.1,2021110,42,150M,tessellarius_ATCC_33566
489,NZ_CP021038.1_181,145,NZ_CP040788.1,2020990,42,150M,tessellarius_ATCC_33566
490,NZ_CP021038.1_182,81,NZ_CP040788.1,3227960,23,150M,tessellarius_ATCC_33566
491,NZ_CP021038.1_182,161,NZ_CP040788.1,3228080,23,150M,tessellarius_ATCC_33566
492,NZ_CP021038.1_183,97,NZ_CP040788.1,700152,23,150M,tessellarius_ATCC_33566
493,NZ_CP021038.1_183,145,NZ_CP040788.1,700032,23,150M,tessellarius_ATCC_33566
494,NZ_CP021038.1_185,97,NZ_CP040788.1,1636306,0,150M,tessellarius_ATCC_33566
495,NZ_CP021038.1_185,145,NZ_CP040788.1,1636186,0,150M,tessellarius_ATCC_33566
496,NZ_CP021038.1_186,153,NZ_CP040788.1,1736512,24,150M,tessellarius_ATCC_33566
497,NZ_CP021038.1_191,97,NZ_CP040788.1,400384,24,150M,tessellarius_ATCC_33566
498,NZ_CP021038.1_191,145,NZ_CP040788.1,400264,24,150M,tessellarius_ATCC_33566
499,NZ_CP021038.1_163,97,NZ_CP040788.1,2009729,24,150M,tessellarius_ATCC_33566
500,NZ_CP021038.1_163,145,NZ_CP040788.1,2009609,22,150M,tessellarius_ATCC_33566
501,NZ_CP021038.1_165,97,NZ_CP040788.1,1113343,23,150M,tessellarius_ATCC_33566
502,NZ_CP021038.1_165,145,NZ_CP040788.1,1113223,23,150M,tessellarius_ATCC_33566
503,NZ_CP021038.1_166,97,NZ_CP040788.1,2697946,24,150M,tessellarius_ATCC_33566
504,NZ_CP021038.1_166,145,NZ_CP040788.1,2697826,24,150M,tessellarius_ATCC_33566
505,NZ_CP021038.1_167,97,NZ_CP040788.1,923545,42,150M,tessellarius_ATCC_33566
506,NZ_CP021038.1_167,145,NZ_CP040788.1,923425,42,150M,tessellarius_ATCC_33566
507,NZ_CP021038.1_168,97,NZ_CP040788.1,1135121,8,150M,tessellarius_ATCC_33566
508,NZ_CP021038.1_168,145,NZ_CP040788.1,1135001,8,150M,tessellarius_ATCC_33566
509,NZ_CP021038.1_169,97,NZ_CP040788.1,1046283,23,150M,tessellarius_ATCC_33566
510,NZ_CP021038.1_169,145,NZ_CP040788.1,1046163,23,150M,tessellarius_ATCC_33566
511,NZ_CP021038.1_171,73,NZ_CP040788.1,714601,0,150M,tessellarius_ATCC_33566
512,NZ_CP021038.1_172,97,NZ_CP040788.1,1539647,40,150M,tessellarius_ATCC_33566
513,NZ_CP021038.1_172,145,NZ_CP040788.1,1539527,40,150M,tessellarius_ATCC_33566
514,NZ_CP021038.1_174,97,NZ_CP040788.1,788637,24,150M,tessellarius_ATCC_33566
515,NZ_CP021038.1_174,145,NZ_CP040788.1,788517,24,9M1D11M1I129M,tessellarius_ATCC_33566
516,NZ_CP021038.1_175,153,NZ_CP040788.1,333286,0,150M,tessellarius_ATCC_33566
517,NZ_CP021038.1_176,97,NZ_CP040788.1,2756879,3,150M,tessellarius_ATCC_33566
518,NZ_CP021038.1_176,145,NZ_CP040788.1,2756759,3,150M,tessellarius_ATCC_33566
519,NZ_CP021038.1_194,97,NZ_CP040788.1,1918367,24,150M,tessellarius_ATCC_33566
520,NZ_CP021038.1_194,145,NZ_CP040788.1,1918247,24,150M,tessellarius_ATCC_33566
521,NZ_CP021038.1_198,73,NZ_CP040788.1,1157088,0,150M,tessellarius_ATCC_33566
522,NZ_CP021038.1_199,97,NZ_CP040788.1,364625,24,150M,tessellarius_ATCC_33566
523,NZ_CP021038.1_199,145,NZ_CP040788.1,364505,24,150M,tessellarius_ATCC_33566
524,NZ_CP021038.1_200,97,NZ_CP040788.1,301775,40,150M,tessellarius_ATCC_33566
525,NZ_CP021038.1_200,145,NZ_CP040788.1,301655,40,150M,tessellarius_ATCC_33566
526,NZ_CP021038.1_201,97,NZ_CP040788.1,3009886,3,150M,tessellarius_ATCC_33566
527,NZ_CP021038.1_201,145,NZ_CP040788.1,3009766,3,150M,tessellarius_ATCC_33566
528,NZ_CP021038.1_204,97,NZ_CP040788.1,743594,24,150M,tessellarius_ATCC_33566
529,NZ_CP021038.1_204,145,NZ_CP040788.1,743474,24,150M,tessellarius_ATCC_33566
530,NZ_CP021038.1_207,97,NZ_CP040788.1,730674,40,150M,tessellarius_ATCC_33566
531,NZ_CP021038.1_207,145,NZ_CP040788.1,730554,40,150M,tessellarius_ATCC_33566
532,NZ_CP021038.1_258,73,NZ_CP040788.1,1648866,8,150M,tessellarius_ATCC_33566
533,NZ_CP021038.1_261,97,NZ_CP040788.1,656637,40,150M,tessellarius_ATCC_33566
534,NZ_CP021038.1_261,145,NZ_CP040788.1,656517,40,150M,tessellarius_ATCC_33566
535,NZ_CP021038.1_262,97,NZ_CP040788.1,552485,24,150M,tessellarius_ATCC_33566
536,NZ_CP021038.1_262,145,NZ_CP040788.1,552365,24,150M,tessellarius_ATCC_33566
537,NZ_CP021038.1_263,97,NZ_CP040788.1,1317245,0,150M,tessellarius_ATCC_33566
538,NZ_CP021038.1_263,145,NZ_CP040788.1,1315968,0,142M2I6M,tessellarius_ATCC_33566
539,NZ_CP021038.1_267,97,NZ_CP040788.1,334706,23,150M,tessellarius_ATCC_33566
540,NZ_CP021038.1_267,145,NZ_CP040788.1,334586,23,150M,tessellarius_ATCC_33566
541,NZ_CP021038.1_272,81,NZ_CP040788.1,38641,40,150M,tessellarius_ATCC_33566
542,NZ_CP021038.1_272,161,NZ_CP040788.1,38761,40,150M,tessellarius_ATCC_33566
543,NZ_CP021038.1_242,97,NZ_CP040788.1,343614,23,150M,tessellarius_ATCC_33566
544,NZ_CP021038.1_242,145,NZ_CP040788.1,343492,23,27M1D4M1D119M,tessellarius_ATCC_33566
